588617;PLP 315/2013;Projeto de Lei Complementar;PLP;315;2013;2013-08-21 17:39:12.000;140;180;Altera a redação do dispositivo do Código Tributário Nacional, para estabelecer normas para responsabilização de terceiros nos casos de impossibilidade de exigência do cumprimento da obrigação principal pelo contribuinte.;Altera a Lei nº 5.172, de 1966.;20;Prioridade;5;Proposição Sujeita à Apreciação do Plenário;PLEN      ;PLENÁRIO;o;Luiz Nishimori;PR;PSDB      ;128;1;2013-09-02 16:12:00.000;Apense-se à(ao) PLP-184/2012.Proposição Sujeita à Apreciação do PlenárioRegime de Tramitação: Prioridade;925;Tramitando em Conjunto;CFT       ;CFT       ;1;547681;PLP 184/2012;162332
588394;PLP 314/2013;Projeto de Lei Complementar;PLP;314;2013;2013-08-21 14:32:32.000;140;180;Dispõe sobre a fixação de limite máximo de taxa de juros na concessão de empréstimos consignados pelas instituições financeiras. ;A taxa de juros será limitada a 1% (um por cento) ao mês.;20;Prioridade;5;Proposição Sujeita à Apreciação do Plenário;PLEN      ;PLENÁRIO;o;Amauri Teixeira;BA;PT        ;134;1;2013-09-02 16:12:00.000;Apense-se à(ao) PLP-66/2007.Proposição Sujeita à Apreciação do PlenárioRegime de Tramitação: Prioridade;925;Tramitando em Conjunto;CDC       ;CDC       ;1;352909;PLP 66/2007;160603
588162;PLP 313/2013;Projeto de Lei Complementar;PLP;313;2013;2013-08-20 19:27:59.000;140;180;Inclui um subitem 15.19 ao item 15 da lista anexa à Lei Complementar n° 116, de 31 de julho de 2003. ;;20;Prioridade;5;Proposição Sujeita à Apreciação do Plenário;PLEN      ;PLENÁRIO;o;Carlos Bezerra;MT;PMDB      ;111;1;2013-08-28 16:02:00.000;Às Comissões de Finanças e Tributação (Mérito e Art. 54, RICD) e Constituição e Justiça e de Cidadania (Art. 54 RICD)Proposição Sujeita à Apreciação do PlenárioRegime de Tramitação: Prioridade;915;Aguardando Parecer;CFT       ;CFT       ;1;0;;141401
587983;PLP 312/2013;Projeto de Lei Complementar;PLP;312;2013;2013-08-20 14:50:45.000;140;180;Altera a Lei Complementar nº 63, de 11 de janeiro de 1990, que "dispõe sobre critérios e prazos de crédito das parcelas do produto da arrecadação de impostos de competência dos Estados e de transferências por estes recebidos, pertencentes aos Municípios, e dá outras providências". ;Disciplina o rateio do valor adicionado gerado pela atividade econômica da indústria sucroalcooleira para fins de cálculo da cota-parte do ICMS destinada aos Municípios.;20;Prioridade;5;Proposição Sujeita à Apreciação do Plenário;PLEN      ;PLENÁRIO;o;João Dado;SP;PDT       ;104;1;2013-09-02 16:12:00.000;Às Comissões de Finanças e Tributação (Mérito e Art. 54, RICD) e Constituição e Justiça e de Cidadania (Art. 54 RICD)Proposição Sujeita à Apreciação do PlenárioRegime de Tramitação: Prioridade;915;Aguardando Parecer;CFT       ;CFT       ;1;0;;73682
587872;PLP 311/2013;Projeto de Lei Complementar;PLP;311;2013;2013-08-19 17:29:00.000;140;180;Altera o § 1º do art. 1º da Lei Complementar nº 94, de 19 de fevereiro de 1998, que autoriza o Poder Executivo a criar a Região Integrada de Desenvolvimento do Distrito Federal e Entorno - RIDE e instituir o Programa Especial de Desenvolvimento do Entorno do Distrito Federal, e dá outras providências, para incluir os Municípios de Alto Paraíso de Goiás, Gameleira de Goiás, São João d’Aliança e Flores, no Estado de Goiás, e de Cabeceira Grande, no Estado de Minas Gerais, na Ride.;;20;Prioridade;5;Proposição Sujeita à Apreciação do Plenário;PLEN      ;PLENÁRIO;o;Senado Federal - Rodrigo Rollemberg;DF;PSB       ;NULL;1;2013-08-30 09:59:00.000;Às Comissões de Desenvolvimento Urbano e Constituição e Justiça e de Cidadania (Art. 54 RICD). Apense-se a este o PLP-80/1999.Por oportuno, esclareço que, em virtude de as proposições que formam o bloco do PLP n. 80/1999 já terem sido apreciadas pela CDU e pela CCJC, todo o bloco restará pronto para pauta do Plenário da Câmara.Proposição Sujeita à Apreciação do PlenárioRegime de Tramitação: Prioridade;924;Pronta para Pauta;PLEN      ;PLEN      ;1;0;;NULL
587274;PLP 310/2013;Projeto de Lei Complementar;PLP;310;2013;2013-08-14 19:53:04.000;140;180;Altera dispositivos da Lei Complementar nº 110, de 29 de junho de 2001, a fim de fixar prazo para a vigência da contribuição social devida pelos empregadores em caso de despedida sem justa causa.;;22;Urgência art. 64 CF;5;Proposição Sujeita à Apreciação do Plenário;PLEN      ;PLENÁRIO;o;José Guimarães;CE;PT        ;134;1;2013-08-28 16:02:00.000;Apense-se à(ao) PLP-304/2013.Proposição Sujeita à Apreciação do PlenárioRegime de Tramitação: Prioridade;925;Urgência art. 64 CF;CCJC      ;Diversos  ;2;585730;PLP 304/2013;141470
586231;PLP 309/2013;Projeto de Lei Complementar;PLP;309;2013;2013-08-07 16:21:00.000;140;180;Altera a Lei Complementar nº 141, de 13 de janeiro de 2012, que dispõe sobre os valores mínimos a serem aplicados anualmente por Estados, Distrito Federal, Municípios e União em ações e serviços públicos da saúde.;;20;Prioridade;5;Proposição Sujeita à Apreciação do Plenário;PLEN      ;PLENÁRIO;o;Carlos Sampaio;SP;PSDB      ;128;2;2013-08-16 11:54:00.000;Apense-se à(ao) PLP-123/2012.Proposição Sujeita à Apreciação do PlenárioRegime de Tramitação: Prioridade;925;Tramitando em Conjunto;CSSF      ;CSSF      ;1;533729;PLP 123/2012;74262
586197;PLP 308/2013;Projeto de Lei Complementar;PLP;308;2013;2013-08-07 15:14:58.000;140;180; Dispõe sobre a aposentadoria especial do Operador de Triagem e Transbordo.;Aposentadoria após vinte e cinco anos de exercício contínuo na atividade.;20;Prioridade;5;Proposição Sujeita à Apreciação do Plenário;PLEN      ;PLENÁRIO;o;Delegado Protógenes;SP;PCdoB     ;99;1;2013-08-28 16:02:00.000;Apense-se ao PLP-166/2007.Proposição Sujeita à Apreciação do PlenárioRegime de Tramitação: Prioridade;925;Tramitando em Conjunto;CFT       ;CFT       ;1;378198;PLP 166/2007;160606
586196;PLP 307/2013;Projeto de Lei Complementar;PLP;307;2013;2013-08-07 15:14:15.000;140;180; Dispõe sobre a aposentadoria especial do Carteiro.;;20;Prioridade;5;Proposição Sujeita à Apreciação do Plenário;PLEN      ;PLENÁRIO;o;Delegado Protógenes;SP;PCdoB     ;99;1;2013-08-28 16:02:00.000;Apense-se ao PLP-166/2007.Proposição Sujeita à Apreciação do PlenárioRegime de Tramitação: Prioridade;925;Tramitando em Conjunto;CFT       ;CFT       ;1;378198;PLP 166/2007;160606
585899;PLP 306/2013;Projeto de Lei Complementar;PLP;306;2013;2013-08-06 15:39:17.000;140;180;Altera a Lei Complementar nº 110, de 29 de junho de 2001, que "Institui contribuições sociais, autoriza créditos de complementos de atualização monetária em contas vinculadas do Fundo de Garantia do Tempo de Serviço - FGTS e dá outras providências.";;22;Urgência art. 64 CF;5;Proposição Sujeita à Apreciação do Plenário;PLEN      ;PLENÁRIO;o;Eduardo Cunha;RJ;PMDB      ;111;1;2013-08-21 14:02:00.000;Apense-se à(ao) PLP-51/2007.Proposição Sujeita à Apreciação do PlenárioRegime de Tramitação: Prioridade;925;Urgência art. 64 CF;CCJC      ;Diversos  ;2;349531;PLP 51/2007;74173
